symbol	locus_name	acc_number	swiss-prot	sgd	sequence_length	3d	chromosome
SKG3	YLR187W	Q06315	SKG3_YEAST	S000004177	1026	12	
SKG6	YHR149C	P32900	SKG6_YEAST	S000001192	734	8	
SKI2	YLR398C	P35207	SKI2_YEAST	S000004390	1287	(3)	12
SKI3	YPR189W	P17883	SKI3_YEAST	S000006393	1432	(3)	16
SKI6;ECM20;RRP41	YGR195W	P46948	RRP41_YEAST	S000003427	246	(3)	7
SKI7	YOR076C	Q08491	SKI7_YEAST	S000005602	747	(3)	15
SKI8;REC103	YGL213C	Q02793	SKI8_YEAST	S000003181	397	(3)	7
SKM1	YOL113W	Q12469	SKM1_YEAST	S000005473	655	15	
SKN1	YGR143W	P33336	SKN1_YEAST	S000003375	771	7	
SKN7;BRY1;POS9	YHR206W	P38889	SKN7_YEAST	S000001249	622	8	
SKO1;ACR1	YNL167C	Q02100	SKO1_YEAST	S000005111	647	14	
SKP1;CBF3D	YDR328C	P52286	SKP1_YEAST	S000002736	194	(3)	4
SKP2	YNL311C	P42843	SKP2_YEAST	S000005255	763	14	
SKS1;SHA3	YPL026C	Q12505	SKS1_YEAST	S000005947	502	16	
SKT5;CAL2;CHS4;CSD4	YBL061C	P34226	SKT5_YEAST	S000000157	696	2	
SKY1	YMR216C	Q03656	SKY1_YEAST	S000004829	742	(3)	13
SLA1	YBL007C	P32790	SLA1_YEAST	S000000103	1244	(3)	2
SLA2;END4;MOP2;UFG1	YNL243W	P33338	SLA2_YEAST	S000005187	968	(3)	14
SLC1	YDL052C	P33333	PLSC_YEAST	S000002210	303	4	
SLD2;DRC1	YKL108W	P34252	SLD2_YEAST	S000001591	453	11	
SLD3	YGL113W	P53135	SLD3_YEAST	S000003081	668	(3)	7
SLD5	YDR489W	Q03406	SLD5_YEAST	S000002897	294	(3)	4
SLD7	YOR060C	Q08457	SLD7_YEAST	S000005586	257	(3)	15
SLF1	YDR515W	Q12034	SLF1_YEAST	S000002923	447	4	
SLG1;WSC1	YOR008C	P54867	SLG1_YEAST	S000005534	378	15	
SLH1	YGR271W	P53327	SLH1_YEAST	S000003503	1967	7	
SLI1	YGR212W	P53304	SLI1_YEAST	S000003444	468	7	
SLI15	YBR156C	P38283	SLI15_YEAST	S000000360	698	2	
SLK19	YOR195W	Q08581	SLK19_YEAST	S000005721	821	15	
SLM1;LIT2	YIL105C	P40485	SLM1_YEAST	S000001367	686	(3)	9
SLM2;LIT1	YNL047C	P53955	SLM2_YEAST	S000004992	656	14	
SLM3;MTO2;MTU1	YDL033C	Q12093	MTU1_YEAST	S000002191	417	4	
SLM4;EGO3;GSE1	YBR077C	P38247	SLM4_YEAST	S000000281	162	(3)	2
SLM5	YCR024C	P25345	SYNM_YEAST	S000000618	492	3	
SLM6	YBR266C	P38343	SLM6_YEAST	S000000470	150	2	
SLN1;YPD2	YIL147C	P39928	SLN1_YEAST	S000001409	1220	(3)	9
SLO1	YER180C-A	Q3E784	SLO1_YEAST	S000028437	85	5	
SLP1	YOR154W	Q12232	SLP1_YEAST	S000005680	587	15	
SLS1	YLR139C	P42900	SLS1_YEAST	S000004129	643	12	
SLT2;MPK1	YHR030C	Q00772	SLT2_YEAST	S000001072	484	8	
SLU7;SLT17	YDR088C	Q02775	SLU7_YEAST	S000002495	382	4	
SLX1	YBR228W	P38324	SLX1_YEAST	S000000432	304	2	
SLX4	YLR135W	Q12098	SLX4_YEAST	S000004125	748	12	
SLX5;HEX3	YDL013W	P32828	SLX5_YEAST	S000002171	619	4	
SLX8	YER116C	P40072	SLX8_YEAST	S000000918	274	5	
SLX9	YGR081C	P53251	SLX9_YEAST	S000003313	210	7	
SLY1	YDR189W	P22213	SLY1_YEAST	S000002597	666	(3)	4
SLY41	YOR307C	P22215	SLY41_YEAST	S000005834	453	15	
SLZ1	YNL196C	P40167	SLZ1_YEAST	S000005140	298	14	
SMA1	YPL027W	Q02651	SMA1_YEAST	S000005948	245	16	
SMA2	YML066C	Q04658	SMA2_YEAST	S000004531	369	13	
SMB1	YER029C	P40018	RSMB_YEAST	S000000831	196	(3)	5
SMC1;CHL10	YFL008W	P32908	SMC1_YEAST	S000001886	1225	(3)	6
SMC2	YFR031C	P38989	SMC2_YEAST	S000001927	1170	(3)	6
SMC3	YJL074C	P47037	SMC3_YEAST	S000003610	1230	(3)	10
SMC4	YLR086W	Q12267	SMC4_YEAST	S000004076	1418	(3)	12
SMC5	YOL034W	Q08204	SMC5_YEAST	S000005394	1093	(3)	15
SMC6;RHC18	YLR383W	Q12749	SMC6_YEAST	S000004375	1114	12	
SMD1	YGR074W	Q02260	SMD1_YEAST	S000003306	146	(3)	7
SMD2	YLR275W	Q06217	SMD2_YEAST	S000004265	110	(3)	12
SMD3	YLR147C	P43321	SMD3_YEAST	S000004137	101	(3)	12
SME1	YOR159C	Q12330	RUXE_YEAST	S000005685	94	(3)	15
SMF1;ESP1	YOL122C	P38925	SMF1_YEAST	S000005482	575	15	
SMF2	YHR050W	P38778	SMF2_YEAST	S000001092	549	8	
SMF3	YLR034C	Q12078	SMF3_YEAST	S000004024	473	12	
SMI1;KNR4;KTR4	YGR229C	P32566	SMI1_YEAST	S000003461	505	7	
SMK1	YPR054W	P41808	SMK1_YEAST	S000006258	388	16	
SML1	YML058W	Q04964	SML1_YEAST	S000004523	104	13	
SMM1;DUS2	YNR015W	P53720	DUS2_YEAST	S000005298	384	14	
SMP1	YBR182C	P38128	SMP1_YEAST	S000000386	452	2	
SMP3;LAS2;SAP2	YOR149C	Q04174	SMP3_YEAST	S000005675	516	15	
SMT3	YDR510W	Q12306	SMT3_YEAST	S000002918	101	(3)	4
SMX2;SNP2	YFL017W-A	P40204	RUXG_YEAST	S000002965	77	(3)	6
SMX3	YPR182W	P54999	RUXF_YEAST	S000006386	86	(3)	16
SMY1	YKL079W	P32364	SMY1_YEAST	S000001562	656	11	
SMY2	YBR172C	P32909	SMY2_YEAST	S000000376	740	(3)	2
SNA2	YDR525W-A	P56508	SNA2_YEAST	S000007236	79	4	
SNA3	YJL151C	P14359	SNA3_YEAST	S000003687	133	(3)	10
SNA4	YDL123W	Q07549	SNA4_YEAST	S000002281	140	4	
SNC1	YAL030W	P31109	SNC1_YEAST	S000000028	117	(3)	1
SNC2	YOR327C	P33328	SNC2_YEAST	S000005854	115	15	
SNF11	YDR073W	P38956	SNF11_YEAST	S000002480	169	4	
SNF12;SWP73	YNR023W	P53628	SNF12_YEAST	S000005306	566	14	
SNF1;CAT1;CCR1;GLC2;PAS14	YDR477W	P06782	SNF1_YEAST	S000002885	633	(3)	4
SNF2;GAM1;RIC1;SWI2;TYE3	YOR290C	P22082	SNF2_YEAST	S000005816	1703	(3)	15
SNF3	YDL194W	P10870	SNF3_YEAST	S000002353	884	4	
SNF4;CAT3;SCI1	YGL115W	P12904	AAKG_YEAST	S000003083	322	(3)	7
SNF5;SWI10;TYE4	YBR289W	P18480	SNF5_YEAST	S000000493	905	2	
SNF6	YHL025W	P18888	SNF6_YEAST	S000001017	332	8	
SNF7;DID1;VPS32	YLR025W	P39929	SNF7_YEAST	S000004015	240	(3)	12
SNF8;VPS22	YPL002C	Q12483	SNF8_YEAST	S000005923	233	(3)	16
SNG1	YGR197C	P46950	SNG1_YEAST	S000003429	547	7	
SNL1	YIL016W	P40548	SNL1_YEAST	S000001278	159	9	
SNM1	YDR478W	P40993	RMRP_YEAST	S000002886	198	4	
SNN1	YNL086W	P48232	SNAPN_YEAST	S000005030	102	14	
SNO1	YMR095C	Q03144	SNO1_YEAST	S000004701	224	13	
SNO2	YNL334C	P53823	SNO2_YEAST	S000005278	222	14	
SNO3	YFL060C	P43544	SNO3_YEAST	S000001834	222	6	
SNO4;HSP34	YMR322C	Q04902	SNO4_YEAST	S000004941	237	13	
SNP1	YIL061C	Q00916	RU17_YEAST	S000001323	300	9	
SNQ2	YDR011W	P32568	SNQ2_YEAST	S000002418	1501	4	
SNT1	YCR033W	P25357	SNT1_YEAST	S000000629	1226	3	
SNT2	YGL131C	P53127	SNT2_YEAST	S000003099	1403	7	
SNT309;NTC25	YPR101W	Q06091	SN309_YEAST	S000006305	175	(3)	16
SNU114;GIN10	YKL173W	P36048	SN114_YEAST	S000001656	1008	(3)	11
SNU13	YEL026W	P39990	SNU13_YEAST	S000000752	126	(3)	5
SNU23	YDL098C	Q12368	SNU23_YEAST	S000002256	194	4	
SNU56;MUD10	YDR240C	Q03782	SNU56_YEAST	S000002648	492	4	
SNU66	YOR308C	Q12420	SNU66_YEAST	S000005835	587	(3)	15
SNU71	YGR013W	P53207	SNU71_YEAST	S000003245	620	7	
SNX3;GRD19	YOR357C	Q08826	SNX3_YEAST	S000005884	162	(3)	15
SNX41	YDR425W	Q04053	SNX41_YEAST	S000002833	625	4	
SNX4;ATG24;CVT13	YJL036W	P47057	SNX4_YEAST	S000003573	423	10	
SNZ1	YMR096W	Q03148	SNZ1_YEAST	S000004702	297	(3)	13
SNZ2	YNL333W	P53824	SNZ2_YEAST	S000005277	298	14	
SNZ3	YFL059W	P43545	SNZ3_YEAST	S000001835	298	6	
SOD1	YJR104C	P00445	SODC_YEAST	S000003865	154	(3)	10
SOD2	YHR008C	P00447	SODM_YEAST	S000001050	233	(3)	8
SOF1	YLL011W	P33750	DCA13_YEAST	S000003934	489	12	
SOG2	YOR353C	Q08817	SOG2_YEAST	S000005880	791	15	
SOH1;MED31	YGL127C	P38633	MED31_YEAST	S000003095	127	(3)	7
SOK1	YDR006C	P40317	SOK1_YEAST	S000002413	901	4	
SOK2	YMR016C	P53438	SOK2_YEAST	S000004618	785	13	
SOL1	YNR034W	P50278	SOL1_YEAST	S000005317	321	14	
SOL2	YCR073W-A	P37262	SOL2_YEAST	S000000718	315	3	
SOL3	YHR163W	P38858	SOL3_YEAST	S000001206	249	8	
SOL4	YGR248W	P53315	SOL4_YEAST	S000003480	255	7	
SOM1	YEL059C-A	Q05676	SOM1_YEAST	S000002954	74	5	
SOP4	YJL192C	P39543	SOP4_YEAST	S000003728	234	10	
SOR1;SDH1	YJR159W	P35497	DHSO1_YEAST	S000003920	357	10	
SOR2	YDL246C	Q07786	DHSO2_YEAST	S000002405	357	4	
SOV1	YMR066W	Q04748	SOV1_YEAST	S000004670	898	13	
SPA2;PEA1	YLL021W	P23201	SPA2_YEAST	S000003944	1466	12	
SPB1	YCL054W	P25582	SPB1_YEAST	S000000559	841	3	
SPB4	YFL002C	P25808	SPB4_YEAST	S000001894	606	6	
SPC1	YJR010C-A	P46965	SPC1_YEAST	S000003770	94	10	
SPC105	YGL093W	P53148	SP105_YEAST	S000003061	917	(3)	7
SPC110;NUF1;XCM1	YDR356W	P32380	SP110_YEAST	S000002764	944	(3)	4
SPC19	YDR201W	Q03954	SPC19_YEAST	S000002609	165	4	
SPC24	YMR117C	Q04477	SPC24_YEAST	S000004723	213	(3)	13
SPC25	YER018C	P40014	SPC25_YEAST	S000000820	221	(3)	5
SPC29;LPH3;NIP29	YPL124W	P33419	SPC29_YEAST	S000006045	253	16	
SPC2;SPY1	YML055W	Q04969	SPC2_YEAST	S000004519	178	13	
SPC3	YLR066W	Q12133	SPC3_YEAST	S000004056	184	12	
SPC34	YKR037C	P36131	SPC34_YEAST	S000001745	295	11	
SPC42	YKL042W	P36094	SPC42_YEAST	S000001525	363	(3)	11
SPC72;LDB4;SPI6	YAL047C	P39723	SPC72_YEAST	S000000045	622	1	
SPC97	YHR172W	P38863	SPC97_YEAST	S000001215	823	(3)	8
SPC98	YNL126W	P53540	SPC98_YEAST	S000005070	846	(3)	14
SPE1;ORD1	YKL184W	P08432	DCOR_YEAST	S000001667	466	11	
SPE2	YOL052C	P21182	DCAM_YEAST	S000005412	396	15	
SPE3	YPR069C	Q12074	SPEE_YEAST	S000006273	293	16	
SPE4	YLR146C	Q12455	SPSY_YEAST	S000004136	300	12	
SPF1	YEL031W	P39986	ATC6_YEAST	S000000757	1215	5	
SPG1	YGR236C	P50088	SPG1_YEAST	S000003468	95	7	
SPG3	YDR504C	Q04398	SPG3_YEAST	S000002912	127	4	
SPG4	YMR107W	Q04438	SPG4_YEAST	S000004713	115	13	
SPG5	YMR191W	P42933	SPG5_YEAST	S000004803	373	13	
SPH1	YLR313C	Q06160	SPH1_YEAST	S000004305	661	12	
SPI1	YER150W	P40092	SPI1_YEAST	S000000952	148	5	
SPL2	YHR136C	P38839	SPL2_YEAST	S000001178	148	8	
SPN1;IWS1	YPR133C	Q06505	IWS1_YEAST	S000006337	410	(3)	16
SPO1	YNL012W	P53541	SPO1_YEAST	S000004957	631	14	
SPO11	YHL022C	P23179	SPO11_YEAST	S000001014	398	8	
SPO12	YHR152W	P17123	SPO12_YEAST	S000001195	173	8	
SPO13	YHR014W	P23624	SPO13_YEAST	S000001056	291	8	
SPO14;PLD1	YKR031C	P36126	SPO14_YEAST	S000001739	1683	11	
SPO16	YHR153C	P17122	SPO16_YEAST	S000001196	198	8	
SPO19	YPL130W	Q03029	SPO19_YEAST	S000006051	223	16	
SPO20	YMR017W	Q04359	SPO20_YEAST	S000004619	397	13	
SPO21;MPC70	YOL091W	Q12411	MPC70_YEAST	S000005451	609	15	
SPO22	YIL073C	P40511	SPO22_YEAST	S000001335	975	9	
SPO23	YBR250W	P33757	SPO23_YEAST	S000000454	523	2	
SPO7	YAL009W	P18410	SPO7_YEAST	S000000007	259	1	
SPO71	YDR104C	Q03868	SPO71_YEAST	S000002511	1245	4	
SPO73	YER046W	P40031	SPO73_YEAST	S000000848	143	5	
SPO74	YGL170C	P45819	SPO74_YEAST	S000003138	413	7	
SPO75	YLL005C	Q07798	SPO75_YEAST	S000003928	868	12	
SPO77	YLR341W	Q06134	SPO77_YEAST	S000004333	477	12	
SPP1;CPS40;SAF41	YPL138C	Q03012	SPP1_YEAST	S000006059	353	16	
SPP2	YOR148C	Q02521	SPP2_YEAST	S000005674	185	15	
SPP381	YBR152W	P38282	SP381_YEAST	S000000356	291	2	
SPP382;CCF8;NTR1	YLR424W	Q06411	SP382_YEAST	S000004416	708	12	
SPP41	YDR464W	P38904	SPP41_YEAST	S000002872	1435	4	
SPR1;SSG1	YOR190W	P32603	SPR1_YEAST	S000005716	445	15	
SPR28	YDR218C	Q04921	SPR28_YEAST	S000002626	423	4	
SPR3	YGR059W	P41901	SPR3_YEAST	S000003291	512	7	
SPR6	YER115C	Q01684	SPR6_YEAST	S000000917	191	5	
SPS1	YDR523C	P08458	SPS1_YEAST	S000002931	490	4	
SPS100	YHR139C	P13130	SS100_YEAST	S000001181	326	8	
SPS18;SPX18	YNL204C	P32572	SPS18_YEAST	S000005148	300	14	
SPS19;SPX19	YNL202W	P32573	SPS19_YEAST	S000005146	292	14	
SPS2	YDR522C	P08459	SPS2_YEAST	S000002930	502	4	
SPS22	YCL048W	P25380	SPS22_YEAST	S000000553	463	3	
SPS4	YOR313C	P09937	SPS4_YEAST	S000005840	338	15	
SPT10;CRE1;SUD1	YJL127C	P35208	SPT10_YEAST	S000003663	640	10	
SPT14;CWH6;GPI3	YPL175W	P32363	GPI3_YEAST	S000006096	452	16	
SPT15;BTF1;TBP1	YER148W	P13393	TBP_YEAST	S000000950	240	(3)	5
SPT16;CDC68;SSF1	YGL207W	P32558	SPT16_YEAST	S000003175	1035	(3)	7
SPT20;ADA5	YOL148C	P50875	SPT20_YEAST	S000005508	604	15	
SPT21	YMR179W	P35209	SPT21_YEAST	S000004791	758	13	
SPT23	YKL020C	P35210	SPT23_YEAST	S000001503	1082	11	
SPT2;SIN1;SPM2	YER161C	P06843	SPT2_YEAST	S000000963	333	5	
SPT3	YDR392W	P06844	SPT3_YEAST	S000002800	337	4	
SPT4	YGR063C	P32914	SPT4_YEAST	S000003295	102	(3)	7
SPT5	YML010W	P27692	SPT5_YEAST	S000004470	1063	(3)	13
SPT6;CRE2;SSN20	YGR116W	P23615	SPT6_YEAST	S000003348	1451	(3)	7
SPT7	YBR081C	P35177	SPT7_YEAST	S000000285	1332	2	
SPT8	YLR055C	P38915	SPT8_YEAST	S000004045	602	12	
SQS1	YNL224C	P53866	SQS1_YEAST	S000005168	767	14	
SQT1	YIR012W	P35184	SQT1_YEAST	S000001451	431	(3)	9
SRB2;HRS2;MED20	YHR041C	P34162	MED20_YEAST	S000001083	210	(3)	8
SRB4;MED17	YER022W	P32569	MED17_YEAST	S000000824	687	(3)	5
SRB5;MED18	YGR104C	P32585	MED18_YEAST	S000003336	307	(3)	7
SRB6;MED22	YBR253W	P32570	MED22_YEAST	S000000457	121	(3)	2
SRB7;MED21	YDR308C	P47822	MED21_YEAST	S000002716	140	(3)	4
SRB8;GIG1;MED12;NUT6;SSN5	YCR081W	P25648	SRB8_YEAST	S000000677	1427	3	
SRC1;HEH1	YML034W	Q03707	SRC1_YEAST	S000004497	834	(3)	13
SRD1	YCR018C	P09007	SRD1_YEAST	S000000611	221	3	
SRF1	YDL133W	Q12516	SRF1_YEAST	S000002291	437	4	
SRL1	YOR247W	Q08673	SRL1_YEAST	S000005773	210	15	
SRL2	YLR082C	Q12020	SRL2_YEAST	S000004072	392	12	
SRL3	YKR091W	P36167	SRL3_YEAST	S000001799	246	11	
SRL4	YPL033C	Q03085	SRL4_YEAST	S000005954	281	16	
SRM1;MTR1;PRP20	YGL097W	P21827	RCC1_YEAST	S000003065	482	(3)	7
SRN2;SRN10;VPS37	YLR119W	Q99176	SRN2_YEAST	S000004109	213	(3)	12
SRO77;SNI2;SOP2	YBL106C	P38163	SRO77_YEAST	S000000202	1010	2	
SRO7;SNI1;SOP1	YPR032W	Q12038	SRO7_YEAST	S000006236	1033	(3)	16
SRO9	YCL037C	P25567	SRO9_YEAST	S000000542	434	3	
SRP101	YDR292C	P32916	SRPR_YEAST	S000002700	621	(3)	4
SRP102	YKL154W	P36057	SRPB_YEAST	S000001637	244	(3)	11
SRP14	YDL092W	P38985	SRP14_YEAST	S000002250	146	4	
SRP1;KAP60	YNL189W	Q02821	IMA1_YEAST	S000005133	542	(3)	14
SRP21	YKL122C	P32342	SRP21_YEAST	S000001605	167	11	
SRP40	YKR092C	P32583	SRP40_YEAST	S000001800	406	11	
SRP54;SRH1	YPR088C	P20424	SRP54_YEAST	S000006292	541	16	
SRP68	YPL243W	P38687	SRP68_YEAST	S000006164	599	16	
SRP72	YPL210C	P38688	SRP72_YEAST	S000006131	640	16	
SRS2;HPR5;RADH	YJL092W	P12954	SRS2_YEAST	S000003628	1174	(3)	10
SRT1	YMR101C	Q03175	SRT1_YEAST	S000004707	343	13	
SRV2;CAP1	YNL138W	P17555	CAP_YEAST	S000005082	526	(3)	14
SRX1	YKL086W	P36077	SRX1_YEAST	S000001569	127	11	
SRY1	YKL218C	P36007	SRY1_YEAST	S000001701	326	11	
SSA1	YAL005C	P10591	HSP71_YEAST	S000000004	642	(3)	1
SSA2	YLL024C	P10592	HSP72_YEAST	S000003947	639	12	
SSA3	YBL075C	P09435	HSP73_YEAST	S000000171	649	2	
SSA4	YER103W	P22202	HSP74_YEAST	S000000905	642	(3)	5
SSB1;YG101	YDL229W	P11484	HSP75_YEAST	S000002388	613	(3)	4
SSB2	YNL209W	P40150	HSP76_YEAST	S000005153	613	14	
SSC1;ENS1	YJR045C	P0CS90	HSP77_YEAST	S000003806	654	10	
SSD1;CLA1;RLD1;SRK1	YDR293C	P24276	SSD1_YEAST	S000002701	1250	4	
SSE1;MSI3	YPL106C	P32589	HSP7F_YEAST	S000006027	693	(3)	16
SSE2;HSP	YBR169C	P32590	HSP79_YEAST	S000000373	693	2	
SSF1	YHR066W	P38789	SSF1_YEAST	S000001108	453	8	
SSF2	YDR312W	Q12153	SSF2_YEAST	S000002720	453	4	
SSH1	YBR283C	P38353	SSH1_YEAST	S000000487	490	(3)	2
SSH4;MLF4	YKL124W	P32343	SSH4_YEAST	S000001607	579	11	
SSK1	YLR006C	Q07084	SSK1_YEAST	S000003996	712	12	
SSK2	YNR031C	P53599	SSK2_YEAST	S000005314	1579	14	
SSK22	YCR073C	P25390	SSK22_YEAST	S000000669	1331	3	
SSL1	YLR005W	Q04673	SSL1_YEAST	S000003995	461	(3)	12
SSL2;LOM3;RAD25;UVS112	YIL143C	Q00578	RAD25_YEAST	S000001405	843	(3)	9
SSM4;DOA10	YIL030C	P40318	DOA10_YEAST	S000001292	1319	(3)	9
SSN2;MED13;NUT8;RYE3;SCA1;SRB9;UME2	YDR443C	P38931	SSN2_YEAST	S000002851	1420	4	
SSN3;ARE1;CDK8;GIG2;SRB10;UME5	YPL042C	P39073	SSN3_YEAST	S000005963	555	16	
SSN8;GIG3;NUT9;SRB11;UME3	YNL025C	P47821	SSN8_YEAST	S000004970	323	14	
SSO1	YPL232W	P32867	SSO1_YEAST	S000006153	290	(3)	16
SSO2	YMR183C	P39926	SSO2_YEAST	S000004795	295	13	
SSP1	YHR184W	P38871	SSP1_YEAST	S000001227	571	8	
SSP120	YLR250W	P39931	SS120_YEAST	S000004240	234	12	
SSP2	YOR242C	Q08646	SSP2_YEAST	S000005768	371	15	
SSQ1;SSC2	YLR369W	Q05931	HSP7Q_YEAST	S000004361	657	12	
SSS1	YDR086C	P35179	SC61G_YEAST	S000002493	80	(3)	4
SST2	YLR452C	P11972	SST2_YEAST	S000004444	698	12	
SSU1	YPL092W	P41930	SSU1_YEAST	S000006013	458	16	
SSU72	YNL222W	P53538	SSU72_YEAST	S000005166	206	14	
SSY1;APF7;SHR10	YDR160W	Q03770	SSY1_YEAST	S000002567	852	4	
SSY5;APF8	YJL156C	P47002	SSY5_YEAST	S000003692	699	10	
SSZ1;PDR13	YHR064C	P38788	SSZ1_YEAST	S000001106	538	8	
STB1	YNL309W	P42845	STB1_YEAST	S000005253	420	14	
STB2	YMR053C	P46679	STB2_YEAST	S000004657	850	13	
STB3	YDR169C	Q12427	STB3_YEAST	S000002576	513	4	
STB4	YMR019W	P50104	STB4_YEAST	S000004621	949	13	
STB5	YHR178W	P38699	STB5_YEAST	S000001221	743	8	
STB6	YKL072W	P36085	STB6_YEAST	S000001555	766	11	
STD1;MSN3;SFS3	YOR047C	Q02794	STD1_YEAST	S000005573	444	15	
STE11	YLR362W	P23561	STE11_YEAST	S000004354	717	(3)	12
STE12	YHR084W	P13574	STE12_YEAST	S000001126	688	(3)	8
STE13;YCI1	YOR219C	P33894	STE13_YEAST	S000005745	931	15	
STE14	YDR410C	P32584	STE14_YEAST	S000002818	239	4	
STE18	YJR086W	P18852	GBG_YEAST	S000003846	110	(3)	10
STE2	YFL026W	D6VTK4	STE2_YEAST	S000001868	431	(3)	6
STE20	YHL007C	Q03497	STE20_YEAST	S000000999	939	(3)	8
STE23	YLR389C	Q06010	STE23_YEAST	S000004381	1027	12	
STE24;AFC1	YJR117W	P47154	STE24_YEAST	S000003878	453	10	
STE3	YKL178C	P06783	STE3_YEAST	S000001661	470	11	
STE4	YOR212W	P18851	GBB_YEAST	S000005738	423	(3)	15
STE50	YCL032W	P25344	STE50_YEAST	S000000537	346	(3)	3
STE5;NUL3	YDR103W	P32917	STE5_YEAST	S000002510	917	(3)	4
STE6	YKL209C	P12866	STE6_YEAST	S000001692	1290	11	
STE7	YDL159W	P06784	STE7_YEAST	S000002318	515	4	
STF1;AIS2	YDL130W-A	P01098	STF1_YEAST	S000007232	86	4	
STF2	YGR008C	P16965	STF2_YEAST	S000003240	84	7	
STH1;NPS1	YIL126W	P32597	STH1_YEAST	S000001388	1359	9	
STI1	YOR027W	P15705	STI1_YEAST	S000005553	589	(3)	15
STL1	YDR536W	P39932	STL1_YEAST	S000002944	569	4	
STM1;MPT4;STO1	YLR150W	P39015	STM1_YEAST	S000004140	273	(3)	12
STN1	YDR082W	P38960	STN1_YEAST	S000002489	494	(3)	4
STO1;CBC1;CBP80;GCR3;SUT1	YMR125W	P34160	NCBP1_YEAST	S000004732	861	(3)	13
STP1;BAP1;SSY2	YDR463W	Q00947	STP1_YEAST	S000002871	519	4	
STP2	YHR006W	P38704	STP2_YEAST	S000001048	541	8	
STP22;VPS23	YCL008C	P25604	STP22_YEAST	S000000514	385	(3)	3
STP3	YLR375W	Q05937	STP3_YEAST	S000004367	343	12	
STP4	YDL048C	Q07351	STP4_YEAST	S000002206	490	4	
STR2	YJR130C	P47164	MET7_YEAST	S000003891	639	10	
STR3	YGL184C	P53101	STR3_YEAST	S000003152	465	7	
STS1;DBF8;SSM5	YIR011C	P38637	STS1_YEAST	S000001450	319	9	
STT3	YGL022W	P39007	STT3_YEAST	S000002990	718	(3)	7
STT4	YLR305C	P37297	STT4_YEAST	S000004296	1900	12	
STU1	YBL034C	P38198	STU1_YEAST	S000000130	1513	2	
STU2	YLR045C	P46675	STU2_YEAST	S000004035	888	(3)	12
STV1	YMR054W	P37296	STV1_YEAST	S000004658	890	13	
SUA5	YGL169W	P32579	SUA5_YEAST	S000003137	426	7	
SUA7	YPR086W	P29055	TF2B_YEAST	S000006290	345	(3)	16
SUB1;TSP1	YMR039C	P54000	SUB1_YEAST	S000004642	292	13	
SUB2	YDL084W	Q07478	SUB2_YEAST	S000002242	446	4	
SUC2	YIL162W	P00724	INV2_YEAST	S000001424	532	(3)	9
SUE1	YPR151C	Q06524	SUE1_YEAST	S000006355	206	16	
SUI1;RFR1	YNL244C	P32911	SUI1_YEAST	S000005188	108	(3)	14
SUI2;TIF211	YJR007W	P20459	IF2A_YEAST	S000003767	304	(3)	10
SUI3;TIF212	YPL237W	P09064	IF2B_YEAST	S000006158	285	(3)	16
SUL1;SFP2	YBR294W	P38359	SUL1_YEAST	S000000498	859	2	
SUL2;SEL2	YLR092W	Q12325	SUL2_YEAST	S000004082	893	12	
SUM1	YDR310C	P46676	SUM1_YEAST	S000002718	1062	4	
SUN4;SCW3	YNL066W	P53616	SUN4_YEAST	S000005010	420	14	
SUP35;GST1;PNM2;SAL3;SUF12;SUP2	YDR172W	P05453	ERF3_YEAST	S000002579	685	(3)	4
SUP45;SAL4;SUP1	YBR143C	P12385	ERF1_YEAST	S000000347	437	(3)	2
SUR1;BCL21;CSG1;LPE15	YPL057C	P33300	SUR1_YEAST	S000005978	382	16	
SUR2;SYR2	YDR297W	P38992	SUR2_YEAST	S000002705	349	4	
SUR7	YML052W	P54003	SUR7_YEAST	S000004516	302	13	
SUS1	YBR111W-A	Q6WNK7	SUS1_YEAST	S000028510	96	(3)	2
SUT1	YGL162W	P53032	SUT1_YEAST	S000003130	299	7	
SUT2	YPR009W	Q12286	SUT2_YEAST	S000006213	268	16	
SUV3	YPL029W	P32580	SUV3_YEAST	S000005950	737	16	
SVF1;SGI1	YDR346C	Q05515	SVF1_YEAST	S000002754	481	4	
SVL3	YPL032C	Q03088	SVL3_YEAST	S000005953	825	16	
SVP26	YHR181W	P38869	SVP26_YEAST	S000001224	228	8	
SVS1	YPL163C	Q12254	SVS1_YEAST	S000006084	260	16	
SWA2;AUX1;BUD24	YDR320C	Q06677	SWA2_YEAST	S000002728	668	(3)	4
SWC3;FUN36;SWC1	YAL011W	P31376	SWC3_YEAST	S000000009	625	1	
SWC4;EAF2;GOD1	YGR002C	P53201	SWC4_YEAST	S000003234	476	7	
SWC5;AOR1	YBR231C	P38326	SWC5_YEAST	S000000435	303	2	
SWC7;AWS1	YLR385C	Q06707	SWC7_YEAST	S000004377	132	12	
SWD1;CPS50;SAF49	YAR003W	P39706	SWD1_YEAST	S000000064	426	1	
SWD2;CPS35;SAF37	YKL018W	P36104	SWD2_YEAST	S000001501	329	11	
SWD3;CPS30;SAF35	YBR175W	P38123	SWD3_YEAST	S000000379	315	2	
SWE1	YJL187C	P32944	SWE1_YEAST	S000003723	819	10	
SWF1;PSL10	YDR126W	Q04629	SWF1_YEAST	S000002533	336	4	
SWH1;OSH1	YAR042W	P35845	OSH1_YEAST	S000000081	1188	1	
